x y id
-122.352 37.5919 1
-122.353 37.592 1
-122.358 37.5919 1
-122.359 37.5919 1
-122.359 37.5918 1
-122.36 37.5917 1
-122.36 37.5916 1
-122.36 37.5913 1
-122.36 37.5911 1
-122.361 37.5913 1
-122.362 37.5918 1
-122.362 37.592 1
-122.363 37.5922 1
-122.363 37.5922 1
-122.364 37.594 1
-122.365 37.5962 1
-122.365 37.5963 1
-122.366 37.5965 1
-122.366 37.5971 1
-122.412 37.783 2
-122.412 37.7826 2
-122.412 37.7821 2
-122.412 37.7816 2
-122.412 37.7811 2
-122.412 37.7809 2
-122.413 37.7805 2
-122.413 37.7801 2
-122.413 37.78 2
-122.413 37.7799 2
-122.413 37.7798 2
-122.414 37.7796 2
-122.414 37.7796 2
-122.414 37.7794 2
-122.414 37.7793 2
-122.414 37.7792 2
-122.414 37.7791 2
-122.415 37.7787 2
-122.414 37.7782 2
-122.413 37.7775 2
-122.413 37.7771 2
-122.412 37.7767 2
-122.412 37.7762 2
-122.411 37.7758 2
-122.411 37.7754 2
-122.41 37.775 2
-122.409 37.7745 2
-122.409 37.7742 2
-122.409 37.774 2
-122.409 37.7738 2
-122.408 37.7732 2
-122.407 37.7726 2
-122.407 37.7725 2
-122.406 37.772 2
-122.406 37.7718 2
-122.406 37.7715 2
-122.405 37.7713 2
-122.406 37.771 2
-122.406 37.7707 2
-122.407 37.7701 2
-122.407 37.7698 2
-122.408 37.7695 2
-122.408 37.7693 2
-122.408 37.7692 2
-122.408 37.7689 2
-122.408 37.7688 2
-122.408 37.7687 2
-122.408 37.7684 2
-122.408 37.7671 2
-122.408 37.7658 2
-122.408 37.7654 2
-122.407 37.7645 2
-122.407 37.7632 2
-122.407 37.7619 2
-122.407 37.7607 2
-122.407 37.7594 2
-122.407 37.7578 2
-122.407 37.7569 2
-122.407 37.7568 2
-122.407 37.7562 2
-122.407 37.7551 2
-122.406 37.7546 2
-122.406 37.7543 2
-122.406 37.7539 2
-122.406 37.7534 2
-122.406 37.753 2
-122.406 37.7525 2
-122.406 37.7521 2
-122.406 37.7517 2
-122.406 37.7514 2
-122.406 37.7512 2
-122.406 37.751 2
-122.406 37.7507 2
-122.406 37.7501 2
-122.406 37.7499 2
-122.405 37.7492 2
-122.405 37.7492 2
-122.405 37.749 2
-122.404 37.7487 2
-122.404 37.7487 2
-122.404 37.7485 2
-122.404 37.7476 2
-122.404 37.7472 2
-122.404 37.7459 2
-122.404 37.7455 2
-122.404 37.7446 2
-122.404 37.7443 2
-122.405 37.7439 2
-122.405 37.7436 2
-122.405 37.743 2
-122.405 37.7428 2
-122.405 37.7423 2
-122.405 37.7421 2
-122.406 37.7391 2
-122.406 37.7384 2
-122.406 37.7382 2
-122.407 37.738 2
-122.407 37.7377 2
-122.407 37.7375 2
-122.407 37.7365 2
-122.407 37.7364 2
-122.407 37.7359 2
-122.406 37.7353 2
-122.406 37.7349 2
-122.406 37.7345 2
-122.405 37.7343 2
-122.405 37.7339 2
-122.405 37.7337 2
-122.405 37.7336 2
-122.405 37.7332 2
-122.405 37.733 2
-122.404 37.7326 2
-122.404 37.7321 2
-122.404 37.7318 2
-122.404 37.7316 2
-122.404 37.7313 2
-122.403 37.7306 2
-122.403 37.7299 2
-122.403 37.7293 2
-122.402 37.728 2
-122.402 37.7279 2
-122.402 37.7279 2
-122.403 37.7278 2
-122.402 37.7252 2
-122.402 37.7246 2
-122.401 37.7238 2
-122.402 37.7238 2
-122.402 37.7239 2
-122.434 37.8001 3
-122.434 37.7996 3
-122.434 37.7992 3
-122.434 37.7988 3
-122.434 37.7987 3
-122.434 37.7982 3
-122.434 37.7973 3
-122.434 37.7964 3
-122.433 37.7954 3
-122.433 37.7946 3
-122.433 37.7945 3
-122.433 37.7939 3
-122.433 37.7936 3
-122.433 37.7931 3
-122.433 37.7927 3
-122.433 37.792 3
-122.433 37.7918 3
-122.433 37.7909 3
-122.432 37.79 3
-122.432 37.7891 3
-122.432 37.7882 3
-122.432 37.7877 3
-122.432 37.7872 3
-122.432 37.7863 3
-122.431 37.7854 3
-122.431 37.7852 3
-122.431 37.785 3
-122.431 37.7848 3
-122.431 37.7847 3
-122.431 37.7846 3
-122.431 37.7845 3
-122.431 37.7844 3
-122.431 37.7843 3
-122.431 37.7835 3
-122.431 37.7834 3
-122.431 37.7826 3
-122.431 37.7816 3
-122.43 37.7807 3
-122.43 37.7798 3
-122.43 37.7796 3
-122.43 37.7788 3
-122.43 37.7779 3
-122.43 37.7773 3
-122.43 37.777 3
-122.43 37.7765 3
-122.43 37.776 3
-122.429 37.7756 3
-122.429 37.7751 3
-122.429 37.7747 3
-122.429 37.7743 3
-122.429 37.7742 3
-122.429 37.7733 3
-122.429 37.7728 3
-122.429 37.7724 3
-122.429 37.7723 3
-122.429 37.7719 3
-122.429 37.7714 3
-122.429 37.7709 3
-122.428 37.7705 3
-122.428 37.7706 3
-122.427 37.7707 3
-122.425 37.7709 3
-122.425 37.7707 3
-122.425 37.7706 3
-122.425 37.7703 3
-122.425 37.7697 3
-122.425 37.7691 3
-122.424 37.7686 3
-122.424 37.768 3
-122.424 37.7673 3
-122.424 37.7664 3
-122.424 37.7648 3
-122.424 37.7645 3
-122.424 37.764 3
-122.424 37.7632 3
-122.424 37.7624 3
-122.424 37.7616 3
-122.424 37.76 3
-122.424 37.7592 3
-122.423 37.7584 3
-122.423 37.7576 3
-122.423 37.7568 3
-122.423 37.756 3
-122.423 37.7552 3
-122.423 37.7544 3
-122.423 37.7536 3
-122.423 37.7528 3
-122.423 37.7526 3
-122.423 37.752 3
-122.423 37.7509 3
-122.423 37.7504 3
-122.423 37.749 3
-122.423 37.7488 3
-122.423 37.7488 3
-122.422 37.748 3
-122.422 37.7472 3
-122.422 37.7464 3
-122.422 37.7456 3
-122.422 37.745 3
-122.422 37.7448 3
-122.423 37.7439 3
-122.423 37.7431 3
-122.423 37.7423 3
-122.424 37.7417 3
-122.424 37.7413 3
-122.424 37.7407 3
-122.424 37.7403 3
-122.424 37.7399 3
-122.424 37.7396 3
-122.424 37.7396 3
-122.424 37.7394 3
-122.425 37.7391 3
-122.425 37.7378 3
-122.425 37.7377 3
-122.425 37.7375 3
-122.424 37.7374 3
-122.424 37.7372 3
-122.424 37.7367 3
-122.424 37.7366 3
-122.424 37.7361 3
-122.424 37.7359 3
-122.425 37.7358 3
-122.425 37.7354 3
-122.424 37.7353 3
-122.424 37.7351 3
-122.424 37.7346 3
-122.425 37.7336 3
-122.425 37.7329 3
-122.449 37.7842 4
-122.448 37.784 4
-122.449 37.7837 4
-122.449 37.7824 4
-122.449 37.7823 4
-122.45 37.7822 4
-122.45 37.7821 4
-122.45 37.7808 4
-122.45 37.7808 4
-122.449 37.7808 4
-122.449 37.7808 4
-122.449 37.7809 4
-122.448 37.781 4
-122.448 37.781 4
-122.447 37.7802 4
-122.447 37.7795 4
-122.447 37.7786 4
-122.447 37.7777 4
-122.447 37.7773 4
-122.447 37.7768 4
-122.447 37.7764 4
-122.446 37.7758 4
-122.446 37.7749 4
-122.446 37.774 4
-122.446 37.7739 4
-122.446 37.7733 4
-122.446 37.773 4
-122.446 37.7729 4
-122.446 37.7722 4
-122.446 37.7721 4
-122.446 37.772 4
-122.446 37.7711 4
-122.445 37.7703 4
-122.445 37.7702 4
-122.445 37.7701 4
-122.445 37.7693 4
-122.445 37.7674 4
-122.445 37.767 4
-122.445 37.7664 4
-122.444 37.766 4
-122.443 37.7654 4
-122.443 37.7646 4
-122.443 37.7641 4
-122.443 37.7637 4
-122.444 37.7634 4
-122.444 37.7633 4
-122.445 37.7626 4
-122.445 37.7623 4
-122.445 37.7619 4
-122.445 37.7619 4
-122.445 37.7619 4
-122.444 37.7619 4
-122.444 37.7606 4
-122.445 37.76 4
-122.446 37.7589 4
-122.446 37.7587 4
-122.445 37.7583 4
-122.445 37.7583 4
-122.444 37.7582 4
-122.444 37.7582 4
-122.443 37.7578 4
-122.443 37.7577 4
-122.443 37.7575 4
-122.443 37.7569 4
-122.442 37.7567 4
-122.442 37.7567 4
-122.442 37.7566 4
-122.441 37.7562 4
-122.441 37.7561 4
-122.441 37.7553 4
-122.442 37.7546 4
-122.442 37.7543 4
-122.443 37.7534 4
-122.443 37.7533 4
-122.443 37.753 4
-122.443 37.7526 4
-122.443 37.7522 4
-122.443 37.7521 4
-122.443 37.7514 4
-122.443 37.7504 4
-122.443 37.7501 4
-122.443 37.7498 4
-122.444 37.7496 4
-122.444 37.7493 4
-122.444 37.7492 4
-122.444 37.7489 4
-122.444 37.7482 4
-122.444 37.7478 4
-122.444 37.7474 4
-122.444 37.7472 4
-122.445 37.747 4
-122.445 37.747 4
-122.446 37.7469 4
-122.447 37.7467 4
-122.448 37.7465 4
-122.448 37.7464 4
-122.447 37.7465 4
-122.447 37.7466 4
-122.446 37.7468 4
-122.445 37.7469 4
-122.444 37.7467 4
-122.444 37.7467 4
-122.444 37.7468 4
-122.444 37.7465 4
-122.443 37.7465 4
-122.443 37.7459 4
-122.443 37.7452 4
-122.441 37.7452 4
-122.441 37.7453 4
-122.441 37.7453 4
-122.44 37.7453 4
-122.44 37.7453 4
-122.438 37.7454 4
-122.438 37.7446 4
-122.436 37.7448 4
-122.436 37.744 4
-122.436 37.7431 4
-122.436 37.7426 4
-122.434 37.7412 4
-122.434 37.7411 4
-122.433 37.7407 4
-122.432 37.7398 4
-122.432 37.7396 4
-122.431 37.7392 4
-122.429 37.739 4
-122.429 37.7385 4
-122.429 37.7383 4
-122.428 37.7377 4
-122.399 37.7767 5
-122.399 37.7766 5
-122.398 37.776 5
-122.4 37.7742 5
-122.399 37.7736 5
-122.401 37.7723 5
-122.401 37.7721 5
-122.402 37.7718 5
-122.401 37.7715 5
-122.401 37.7711 5
-122.4 37.7705 5
-122.401 37.77 5
-122.402 37.769 5
-122.402 37.7687 5
-122.402 37.7674 5
-122.402 37.7662 5
-122.402 37.7648 5
-122.401 37.7636 5
-122.401 37.763 5
-122.401 37.7623 5
-122.401 37.761 5
-122.401 37.7608 5
-122.401 37.7597 5
-122.401 37.7581 5
-122.401 37.7572 5
-122.401 37.7569 5
-122.401 37.7567 5
-122.401 37.7546 5
-122.401 37.7534 5
-122.401 37.7531 5
-122.4 37.7521 5
-122.4 37.7517 5
-122.4 37.7511 5
-122.4 37.7508 5
-122.4 37.7509 5
-122.398 37.7511 5
-122.396 37.7512 5
-122.396 37.7498 5
-122.397 37.7497 5
-122.397 37.7491 5
-122.397 37.7483 5
-122.396 37.7472 5
-122.394 37.7462 5
-122.395 37.7449 5
-122.396 37.7443 5
-122.396 37.7436 5
-122.395 37.7426 5
-122.395 37.7421 5
-122.395 37.742 5
-122.395 37.7419 5
-122.394 37.7416 5
-122.394 37.7415 5
-122.394 37.7415 5
-122.393 37.7409 5
-122.394 37.7395 5
-122.395 37.7394 5
-122.395 37.7393 5
-122.395 37.7392 5
-122.395 37.7384 5
-122.396 37.7378 5
-122.396 37.7375 5
-122.397 37.7372 5
-122.397 37.7372 5
-122.398 37.7369 5
-122.399 37.7364 5
-122.4 37.7358 5
-122.4 37.7356 5
-122.4 37.7356 5
-122.401 37.7353 5
-122.402 37.7349 5
-122.402 37.7348 5
-122.402 37.7345 5
-122.403 37.7342 5
-122.403 37.7341 5
-122.403 37.7337 5
-122.403 37.7337 5
-122.404 37.7332 5
-122.405 37.733 5
-122.404 37.7326 5
-122.404 37.7321 5
-122.404 37.7318 5
-122.404 37.7316 5
-122.404 37.7313 5
-122.403 37.7306 5
-122.403 37.7299 5
-122.403 37.7293 5
-122.402 37.728 5
-122.402 37.7279 5
-122.402 37.7279 5
-122.403 37.7278 5
-122.402 37.7252 5
-122.402 37.7246 5
-122.401 37.7238 5
-122.402 37.7238 5
-122.402 37.7239 5
-122.402 37.7233 5
-122.402 37.7228 5
-122.401 37.7216 5
-122.401 37.7214 5
-122.401 37.7204 5
-122.4 37.7192 5
-122.4 37.7179 5
-122.4 37.7168 5
-122.4 37.7166 5
-122.4 37.7162 5
-122.4 37.7155 5
-122.4 37.7154 5
-122.4 37.7148 5
-122.401 37.7146 5
-122.402 37.7137 5
-122.402 37.7136 5
-122.402 37.7135 5
-122.402 37.713 5
-122.402 37.7127 5
-122.403 37.7124 5
-122.403 37.7124 5
-122.403 37.712 5
-122.403 37.7118 5
-122.404 37.7112 5
-122.404 37.7108 5
-122.404 37.7104 5
-122.405 37.7093 5
-122.405 37.7089 5
-122.405 37.7085 5
-122.406 37.7081 5
-122.406 37.7076 5
-122.406 37.7072 5
-122.406 37.7067 5
-122.346 37.5525 6
-122.348 37.5533 6
-122.348 37.5535 6
-122.348 37.5537 6
-122.348 37.554 6
-122.347 37.5546 6
-122.346 37.5548 6
-122.348 37.557 6
-122.347 37.5571 6
-122.347 37.5593 6
-122.348 37.5603 6
-122.348 37.5605 6
-122.348 37.5613 6
-122.348 37.5619 6
-122.348 37.5623 6
-122.345 37.5638 6
-122.345 37.564 6
-122.346 37.565 6
-122.345 37.5651 6
-122.345 37.5654 6
-122.344 37.566 6
-122.343 37.5661 6
-122.343 37.5662 6
-122.342 37.5663 6
-122.342 37.5666 6
-122.342 37.5671 6
-122.341 37.5672 6
-122.34 37.5677 6
-122.339 37.5682 6
-122.338 37.5686 6
-122.337 37.569 6
-122.337 37.5691 6
-122.337 37.5692 6
-122.336 37.5695 6
-122.336 37.5697 6
-122.335 37.5699 6
-122.336 37.5701 6
-122.337 37.5706 6
-122.338 37.5711 6
-122.338 37.5713 6
-122.339 37.5718 6
-122.34 37.5725 6
-122.34 37.5729 6
-122.341 37.5732 6
-122.341 37.5738 6
-122.342 37.5742 6
-122.343 37.5745 6
-122.345 37.5751 6
-122.346 37.5754 6
-122.348 37.5758 6
-122.349 37.5761 6
-122.35 37.5764 6
-122.351 37.5767 6
-122.349 37.5787 6
-122.35 37.5791 6
-122.35 37.5791 6
-122.35 37.5792 6
-122.35 37.5795 6
-122.35 37.5797 6
-122.349 37.5814 6
-122.35 37.5818 6
-122.351 37.5823 6
-122.354 37.5835 6
-122.358 37.585 6
-122.36 37.5859 6
-122.362 37.5867 6
-122.363 37.5873 6
-122.363 37.5876 6
-122.364 37.5879 6
-122.365 37.5883 6
-122.366 37.5886 6
-122.367 37.589 6
-122.368 37.5893 6
-122.369 37.5897 6
-122.371 37.5907 6
-122.372 37.5911 6
-122.373 37.5914 6
-122.374 37.5919 6
-122.374 37.592 6
-122.375 37.5923 6
-122.376 37.5928 6
-122.379 37.5942 6
-122.382 37.5955 6
-122.385 37.5975 6
-122.386 37.5985 6
-122.387 37.5994 6
-122.387 37.5995 6
-122.387 37.5994 6
-122.389 37.6005 6
-122.389 37.6002 6
-122.39 37.6006 6
-122.391 37.6015 6
-122.392 37.6023 6
-122.393 37.6032 6
-122.393 37.6032 6
-122.393 37.6034 6
-122.394 37.6037 6
-122.394 37.6041 6
-122.395 37.6046 6
-122.397 37.606 6
-122.399 37.6078 6
-122.399 37.6082 6
-122.4 37.6086 6
-122.401 37.6096 6
-122.401 37.6102 6
-122.401 37.6105 6
-122.402 37.6108 6
-122.402 37.6112 6
-122.402 37.6113 6
-122.402 37.6115 6
-122.403 37.6121 6
-122.404 37.6126 6
-122.404 37.6127 6
-122.404 37.6133 6
-122.405 37.6139 6
-122.405 37.6145 6
-122.406 37.6151 6
-122.404 37.616 6
-122.405 37.6166 6
-122.406 37.6172 6
-122.406 37.618 6
-122.407 37.6187 6
-122.407 37.6187 6
-122.408 37.6206 6
-122.407 37.6208 6
-122.407 37.6215 6
-122.407 37.622 6
-122.407 37.6224 6
-122.426 37.8048 7
-122.426 37.8045 7
-122.425 37.8043 7
-122.425 37.8041 7
-122.425 37.8041 7
-122.425 37.8032 7
-122.425 37.8023 7
-122.425 37.8019 7
-122.425 37.8015 7
-122.425 37.8013 7
-122.424 37.8004 7
-122.424 37.8 7
-122.424 37.7995 7
-122.424 37.7985 7
-122.424 37.7976 7
-122.424 37.7967 7
-122.423 37.7957 7
-122.423 37.7948 7
-122.423 37.7939 7
-122.423 37.7931 7
-122.423 37.7922 7
-122.423 37.7913 7
-122.422 37.7904 7
-122.422 37.7894 7
-122.422 37.789 7
-122.422 37.7889 7
-122.422 37.7885 7
-122.422 37.788 7
-122.422 37.7875 7
-122.422 37.7871 7
-122.422 37.7866 7
-122.422 37.7862 7
-122.421 37.7857 7
-122.421 37.7854 7
-122.421 37.7852 7
-122.421 37.785 7
-122.421 37.7847 7
-122.421 37.7843 7
-122.421 37.7838 7
-122.421 37.7833 7
-122.421 37.7829 7
-122.421 37.7824 7
-122.421 37.7823 7
-122.421 37.7819 7
-122.421 37.7816 7
-122.421 37.7815 7
-122.421 37.781 7
-122.42 37.7805 7
-122.42 37.78 7
-122.42 37.7792 7
-122.42 37.7782 7
-122.42 37.7778 7
-122.42 37.7773 7
-122.42 37.777 7
-122.42 37.7767 7
-122.419 37.7764 7
-122.419 37.7759 7
-122.419 37.7754 7
-122.419 37.7752 7
-122.419 37.7747 7
-122.419 37.7737 7
-122.419 37.7732 7
-122.419 37.7731 7
-122.418 37.7724 7
-122.418 37.7723 7
-122.418 37.7713 7
-122.418 37.7709 7
-122.418 37.7708 7
-122.418 37.7703 7
-122.418 37.7699 7
-122.418 37.7697 7
-122.417 37.7697 7
-122.416 37.7696 7
-122.416 37.7695 7
-122.416 37.7695 7
-122.414 37.7695 7
-122.415 37.769 7
-122.415 37.7686 7
-122.414 37.7686 7
-122.413 37.7687 7
-122.413 37.768 7
-122.413 37.7671 7
-122.413 37.7667 7
-122.413 37.766 7
-122.413 37.7654 7
-122.414 37.7638 7
-122.414 37.7622 7
-122.413 37.7622 7
-122.413 37.7616 7
-122.413 37.7606 7
-122.413 37.7603 7
-122.413 37.7601 7
-122.413 37.7592 7
-122.412 37.759 7
-122.412 37.7578 7
-122.412 37.7574 7
-122.412 37.7558 7
-122.412 37.755 7
-122.412 37.7542 7
-122.412 37.7526 7
-122.412 37.751 7
-122.412 37.7503 7
-122.412 37.7501 7
-122.412 37.7498 7
-122.412 37.7494 7
-122.412 37.749 7
-122.411 37.7483 7
-122.411 37.7483 7
-122.41 37.7474 7
-122.411 37.7471 7
-122.411 37.747 7
-122.411 37.7463 7
-122.41 37.7456 7
-122.41 37.7453 7
-122.41 37.7449 7
-122.41 37.7443 7
-122.41 37.7438 7
-122.41 37.7435 7
-122.409 37.7433 7
-122.409 37.7433 7
-122.409 37.7432 7
-122.409 37.7432 7
-122.409 37.7413 7
-122.41 37.7413 7
-122.41 37.7397 7
-122.41 37.7397 7
-122.409 37.7397 7
-122.408 37.7397 7
-122.312 37.5727 8
-122.311 37.5732 8
-122.311 37.5732 8
-122.312 37.5735 8
-122.313 37.5741 8
-122.313 37.5742 8
-122.314 37.5746 8
-122.315 37.5754 8
-122.315 37.5757 8
-122.316 37.5762 8
-122.316 37.5768 8
-122.316 37.5775 8
-122.316 37.578 8
-122.317 37.5786 8
-122.317 37.5791 8
-122.318 37.5796 8
-122.318 37.5794 8
-122.32 37.5784 8
-122.32 37.579 8
-122.321 37.5801 8
-122.323 37.5814 8
-122.324 37.5805 8
-122.327 37.5829 8
-122.328 37.5842 8
-122.328 37.5846 8
-122.328 37.585 8
-122.328 37.5854 8
-122.329 37.5861 8
-122.33 37.5863 8
-122.331 37.5866 8
-122.331 37.5866 8
-122.332 37.5868 8
-122.334 37.5871 8
-122.335 37.5873 8
-122.335 37.5879 8
-122.335 37.5883 8
-122.338 37.591 8
-122.341 37.5905 8
-122.342 37.5897 8
-122.342 37.5896 8
-122.343 37.5894 8
-122.344 37.5895 8
-122.346 37.5896 8
-122.346 37.5896 8
-122.347 37.5897 8
-122.349 37.5898 8
-122.35 37.5904 8
-122.35 37.5905 8
-122.35 37.5911 8
-122.351 37.5917 8
-122.351 37.5918 8
-122.352 37.5919 8
-122.353 37.592 8
-122.358 37.5919 8
-122.359 37.5919 8
-122.359 37.5918 8
-122.36 37.5917 8
-122.36 37.5916 8
-122.36 37.5913 8
-122.36 37.5911 8
-122.361 37.5913 8
-122.362 37.5918 8
-122.362 37.592 8
-122.363 37.5922 8
-122.363 37.5922 8
-122.364 37.594 8
-122.365 37.5962 8
-122.365 37.5963 8
-122.366 37.5965 8
-122.366 37.5971 8
-122.366 37.5979 8
-122.367 37.5983 8
-122.367 37.5993 8
-122.368 37.5997 8
-122.368 37.6001 8
-122.369 37.6007 8
-122.369 37.6009 8
-122.37 37.6016 8
-122.372 37.6027 8
-122.373 37.6031 8
-122.374 37.6033 8
-122.374 37.6036 8
-122.376 37.6042 8
-122.377 37.6047 8
-122.377 37.6048 8
-122.377 37.605 8
-122.378 37.6047 8
-122.382 37.6044 8
-122.384 37.6056 8
-122.387 37.6076 8
-122.387 37.6079 8
-122.388 37.6082 8
-122.388 37.6086 8
-122.39 37.6096 8
-122.391 37.6102 8
-122.392 37.6108 8
-122.392 37.6116 8
-122.393 37.6136 8
-122.393 37.6142 8
-122.393 37.6152 8
-122.393 37.6155 8
-122.394 37.6155 8
-122.394 37.6156 8
-122.396 37.6158 8
-122.396 37.6158 8
-122.397 37.6161 8
-122.398 37.6171 8
-122.399 37.6187 8
-122.399 37.6195 8
-122.399 37.62 8
-122.399 37.6208 8
-122.4 37.6217 8
-122.4 37.6228 8
-122.401 37.626 8
-122.401 37.6269 8
-122.401 37.6298 8
-122.401 37.6301 8
-122.401 37.6307 8
-122.4 37.6313 8
-122.4 37.6319 8
-122.4 37.6319 8
-122.399 37.6321 8
-122.398 37.6333 8
-122.398 37.6338 8
-122.399 37.6349 8
-122.4 37.6361 8
-122.4 37.6363 8
-122.4 37.6368 8
-122.448 37.7597 9
-122.449 37.7596 9
-122.45 37.7608 9
-122.449 37.7608 9
-122.448 37.7609 9
-122.446 37.761 9
-122.446 37.7604 9
-122.446 37.7588 9
-122.446 37.7588 9
-122.446 37.7587 9
-122.445 37.7583 9
-122.445 37.7583 9
-122.444 37.7582 9
-122.444 37.7582 9
-122.443 37.7578 9
-122.443 37.7577 9
-122.443 37.7575 9
-122.443 37.7569 9
-122.442 37.7567 9
-122.442 37.7567 9
-122.442 37.7566 9
-122.441 37.7562 9
-122.441 37.7561 9
-122.441 37.7553 9
-122.442 37.7546 9
-122.442 37.7543 9
-122.443 37.7534 9
-122.443 37.7533 9
-122.443 37.753 9
-122.443 37.7526 9
-122.443 37.7522 9
-122.443 37.7521 9
-122.443 37.7514 9
-122.443 37.7504 9
-122.443 37.7501 9
-122.443 37.7498 9
-122.444 37.7496 9
-122.444 37.7493 9
-122.444 37.7492 9
-122.444 37.7489 9
-122.444 37.7482 9
-122.444 37.7478 9
-122.444 37.7474 9
-122.444 37.7472 9
-122.445 37.747 9
-122.445 37.747 9
-122.446 37.7469 9
-122.447 37.7467 9
-122.448 37.7465 9
-122.448 37.7464 9
-122.447 37.7465 9
-122.447 37.7466 9
-122.446 37.7468 9
-122.445 37.7469 9
-122.444 37.7467 9
-122.444 37.7467 9
-122.444 37.7468 9
-122.444 37.7465 9
-122.443 37.7465 9
-122.443 37.7459 9
-122.443 37.7452 9
-122.441 37.7452 9
-122.441 37.7453 9
-122.441 37.7453 9
-122.44 37.7453 9
-122.44 37.7453 9
-122.44 37.745 9
-122.44 37.7449 9
-122.44 37.7448 9
-122.44 37.7446 9
-122.439 37.7441 9
-122.438 37.7436 9
-122.437 37.7433 9
-122.436 37.7415 9
-122.436 37.7411 9
-122.436 37.7409 9
-122.436 37.7403 9
-122.436 37.7402 9
-122.436 37.7391 9
-122.437 37.7389 9
-122.437 37.7383 9
-122.437 37.7378 9
-122.438 37.7372 9
-122.436 37.7373 9
-122.436 37.7369 9
-122.436 37.7365 9
-122.435 37.7368 9
-122.436 37.7359 9
-122.435 37.7357 9
-122.435 37.7356 9
-122.435 37.7354 9
-122.436 37.7348 9
-122.435 37.7346 9
-122.434 37.7345 9
-122.434 37.7345 9
-122.433 37.7345 9
-122.433 37.734 9
-122.432 37.7339 9
-122.432 37.7338 9
-122.433 37.7333 9
-122.432 37.7331 9
-122.432 37.733 9
-122.432 37.7324 9
-122.432 37.7321 9
-122.431 37.7322 9
-122.428 37.7319 9
-122.429 37.7308 9
-122.428 37.7308 9
-122.428 37.73 9
-122.428 37.7293 9
-122.428 37.7285 9
-122.428 37.7286 9
-122.428 37.7278 9
-122.429 37.7266 9
-122.429 37.7263 9
-122.43 37.7247 9
-122.43 37.7243 9
-122.429 37.7242 9
-122.429 37.724 9
-122.428 37.7236 9
-122.429 37.722 9
-122.43 37.7205 9
-122.43 37.7201 9
-122.429 37.7197 9
-122.43 37.7181 9
-122.431 37.7166 9
-122.432 37.715 9
-122.433 37.7145 9
-122.291 37.5413 10
-122.292 37.541 10
-122.291 37.5412 10
-122.291 37.5413 10
-122.291 37.5417 10
-122.29 37.5429 10
-122.29 37.5434 10
-122.289 37.5438 10
-122.289 37.544 10
-122.288 37.5442 10
-122.288 37.5444 10
-122.288 37.5445 10
-122.288 37.5446 10
-122.289 37.5458 10
-122.29 37.5467 10
-122.29 37.5472 10
-122.291 37.5484 10
-122.292 37.5486 10
-122.292 37.5489 10
-122.293 37.55 10
-122.294 37.5513 10
-122.296 37.553 10
-122.296 37.553 10
-122.296 37.5538 10
